b,b,o,o,o,x,x,b,b,not finish
o,o,x,o,x,o,x,x,x,X win
o,o,x,x,o,x,b,x,o,O win
o,x,o,b,o,b,x,x,x,X win
o,x,x,b,o,x,o,x,o,O win
x,o,x,o,x,b,o,b,x,X win
o,b,b,x,o,x,x,b,o,O win
o,x,o,o,o,x,x,o,x,tie
x,x,o,o,x,x,o,o,x,X win
o,x,o,o,x,x,b,x,b,X win
x,b,x,o,o,b,o,x,o,not finish
o,b,o,x,b,o,x,x,x,X win
x,o,x,o,x,x,x,o,o,X win
x,o,x,o,o,x,x,x,o,tie
o,x,o,o,x,x,x,o,x,tie
x,o,o,o,o,x,x,x,o,tie
b,b,x,o,o,b,o,x,o,not finish
o,b,x,o,x,b,o,b,x,O win
x,o,o,o,x,x,o,x,o,tie
